1416000000,-64.35259
1416000610.36088,-64.0374
1416001220.72175,-64.33958
1416001831.08263,-64.60345
1416002441.4435,-64.45387
1416003051.80438,-64.65251
1416003662.16526,-64.60658
1416004272.52613,-64.4137
1416004882.88701,-64.50774
1416005493.24788,-64.49979
1416006103.60876,-64.66387
1416006713.96963,-64.58851
1416007324.33051,-64.84774
1416007934.69139,-64.47746
1416008545.05226,-64.65306
1416009155.41314,-64.69464
1416009765.77401,-64.82307
1416010376.13489,-64.82041
1416010986.49577,-64.7639
1416011596.85664,-64.89439
1416012207.21752,-64.62668
1416012817.57839,-64.6387
1416013427.93927,-64.62875
1416014038.30014,-64.6548
1416014648.66102,-64.92175
1416015259.0219,-64.73489
1416015869.38277,-64.72948
1416016479.74365,-64.56133
1416017090.10452,-64.50933
1416017700.4654,-64.53727
1416018310.82628,-64.6845
1416018921.18715,-64.72862
1416019531.54803,-64.73071
1416020141.9089,-64.5144
1416020752.26978,-64.5181
1416021362.63065,-65.00648
1416021972.99153,-64.579
1416022583.35241,-64.61649
1416023193.71328,-64.88263
1416023804.07416,-64.7731
1416024414.43503,-64.68707
1416025024.79591,-64.77817
1416025635.15679,-64.72235
1416026245.51766,-64.58778
1416026855.87854,-64.69714
1416027466.23941,-64.67476
1416028076.60029,-64.70953
1416028686.96116,-64.81019
1416029297.32204,-64.70045
1416029907.68292,-64.65617
1416030518.04379,-64.56742
1416031128.40467,-64.35942
1416031738.76554,-64.33802
1416032349.12642,-64.66724
1416032959.4873,-64.66365
1416033569.84817,-64.75692
1416034180.20905,-64.82613
1416034790.56992,-64.75949
1416035400.9308,-64.7406
1416036011.29167,-64.66354
1416036621.65255,-64.8633
1416037232.01343,-64.77117
1416037842.3743,-64.66527
1416038452.73518,-64.83108
1416039063.09605,-64.73295
1416039673.45693,-64.53522
1416040283.81781,-64.50259
1416040894.17868,-64.66376
1416041504.53956,-64.70882
1416042114.90043,-64.85365
1416042725.26131,-64.75673
1416043335.62218,-64.64079
1416043945.98306,-64.56644
1416044556.34394,-64.80446
1416045166.70481,-64.72768
1416045777.06569,-64.5788
1416046387.42656,-64.79472
1416046997.78744,-64.66791
1416047608.14832,-64.75486
1416048218.50919,-64.56705
1416048828.87007,-64.57968
1416049439.23094,-64.56205
1416050049.59182,-64.56974
1416050659.9527,-64.63969
1416051270.31357,-64.88306
1416051880.67445,-64.79559
1416052491.03532,-64.7444
1416053101.3962,-64.72676
1416053711.75707,-64.61897
1416054322.11795,-64.67632
1416054932.47883,-64.68542
1416055542.8397,-64.66801
1416056153.20058,-64.56005
1416056763.56145,-64.63641
1416057373.92233,-64.65725
1416057984.28321,-64.66204
1416058594.64408,-64.69511
1416059205.00496,-64.74883
1416059815.36583,-64.63881
1416060425.72671,-64.56729
1416061036.08758,-64.74275
1416061646.44846,-64.61118
1416062256.80934,-64.80099
1416062867.17021,-64.9397
1416063477.53109,-65.11462
1416064087.89196,-64.91917
1416064698.25284,-64.73388
1416065308.61372,-64.75047
1416065918.97459,-64.98235
1416066529.33547,-64.65955
1416067139.69634,-64.77708
1416067750.05722,-64.51812
1416068360.41809,-64.66886
1416068970.77897,-64.63033
1416069581.13985,-64.495
1416070191.50072,-65.01741
1416070801.8616,-64.64645
1416071412.22247,-64.58675
1416072022.58335,-64.54076
1416072632.94423,-64.56341
1416073243.3051,-64.70855
1416073853.66598,-64.75232
1416074464.02685,-64.65939
1416075074.38773,-64.56378
1416075684.7486,-64.43606
1416076295.10948,-64.76429
1416076905.47036,-64.92729
1416077515.83123,-64.95072
1416078126.19211,-64.7784
1416078736.55298,-64.61037
1416079346.91386,-64.57249
1416079957.27474,-64.76707
1416080567.63561,-64.8131
1416081177.99649,-65.03042
1416081788.35736,-64.60733
1416082398.71824,-64.95997
1416083009.07911,-64.78079
1416083619.43999,-64.78989
1416084229.80087,-64.713
1416084840.16174,-64.58801
1416085450.52262,-64.96283
1416086060.88349,-64.80427
1416086671.24437,-64.58424
1416087281.60525,-64.76553
1416087891.96612,-64.66374
1416088502.327,-64.70138
1416089112.68787,-64.78896
1416089723.04875,-64.71898
1416090333.40963,-64.96339
1416090943.7705,-64.68875
1416091554.13138,-64.74704
1416092164.49225,-64.85957
1416092774.85313,-64.83394
1416093385.214,-64.68622
1416093995.57488,-64.55507
1416094605.93576,-64.52247
1416095216.29663,-64.65721
1416095826.65751,-64.64642
1416096437.01838,-64.70797
1416097047.37926,-64.85812
1416097657.74014,-64.63918
1416098268.10101,-64.6885
1416098878.46189,-64.52763
1416099488.82276,-64.72751
1416100099.18364,-64.70753
1416100709.54451,-64.69051
1416101319.90539,-64.62854
1416101930.26627,-64.61181
1416102540.62714,-64.58179
1416103150.98802,-64.73201
1416103761.34889,-64.75514
1416104371.70977,-64.7356
1416104982.07065,-64.95794
1416105592.43152,-64.92383
1416106202.7924,-64.64208
1416106813.15327,-64.61803
1416107423.51415,-64.75435
1416108033.87502,-64.74514
1416108644.2359,-64.8618
1416109254.59678,-64.62962
1416109864.95765,-64.82513
1416110475.31853,-64.83463
1416111085.6794,-64.88746
1416111696.04028,-64.74705
1416112306.40116,-64.50915
1416112916.76203,-64.59368
1416113527.12291,-64.49188
1416114137.48378,-64.41737
1416114747.84466,-64.67453
1416115358.20553,-64.87052
1416115968.56641,-64.66383
1416116578.92729,-64.73533
1416117189.28816,-64.83878
1416117799.64904,-64.68929
1416118410.00991,-64.96783
1416119020.37079,-64.76819
1416119630.73167,-64.73145
1416120241.09254,-64.7364
1416120851.45342,-64.7819
1416121461.81429,-64.8893
1416122072.17517,-64.62467
1416122682.53604,-64.59483
1416123292.89692,-64.65662
1416123903.2578,-64.68926
1416124513.61867,-64.63926
1416125123.97955,-64.59088
1416125734.34042,-65.0103
1416126344.7013,-64.49374
1416126955.06218,-64.61436
1416127565.42305,-64.65227
1416128175.78393,-64.53491
1416128786.1448,-64.60136
1416129396.50568,-64.94589
1416130006.86655,-64.6936
1416130617.22743,-64.59805
1416131227.58831,-64.4373
1416131837.94918,-64.67643
1416132448.31006,-64.69079
1416133058.67093,-64.81628
1416133669.03181,-64.76988
1416134279.39269,-64.77291
1416134889.75356,-64.70393
1416135500.11444,-64.85928
1416136110.47531,-64.78842
1416136720.83619,-64.70617
1416137331.19707,-64.79623
1416137941.55794,-64.81226
1416138551.91882,-64.85804
1416139162.27969,-64.72601
1416139772.64057,-64.6211
1416140383.00144,-64.4035
1416140993.36232,-64.4352
1416141603.7232,-64.73216
1416142214.08407,-64.76944
1416142824.44495,-64.57125
1416143434.80582,-64.70287
1416144045.1667,-64.91038
1416144655.52758,-64.89893
1416145265.88845,-64.69979
1416145876.24933,-64.68446
1416146486.6102,-64.65505
1416147096.97108,-64.65221
1416147707.33195,-64.62535
1416148317.69283,-64.34315
1416148928.05371,-63.9281
1416149538.41458,-64.57019
1416150148.77546,-64.56879
1416150759.13633,-64.69459
1416151369.49721,-64.64899
1416151979.85809,-64.61138
1416152590.21896,-64.58035
1416153200.57984,-64.65739
1416153810.94071,-64.70251
1416154421.30159,-64.95038
1416155031.66246,-64.93085
1416155642.02334,-64.89841
1416156252.38422,-64.90849
1416156862.74509,-64.66766
1416157473.10597,-64.78613
1416158083.46684,-64.71326
1416158693.82772,-65.06339
1416159304.1886,-64.87296
1416159914.54947,-64.54935
1416160524.91035,-64.70331
1416161135.27122,-64.91391
1416161745.6321,-64.87981
1416162355.99297,-64.83552
1416162966.35385,-64.76797
1416163576.71473,-64.94277
1416164187.0756,-64.72722
1416164797.43648,-64.77613
1416165407.79735,-64.95377
1416166018.15823,-64.86716
1416166628.51911,-64.74552
1416167238.87998,-64.49843
1416167849.24086,-64.7563
1416168459.60173,-65.04494
1416169069.96261,-64.84064
1416169680.32348,-64.79443
1416170290.68436,-64.77132
1416170901.04524,-64.55695
1416171511.40611,-64.87164
1416172121.76699,-64.83379
1416172732.12786,-64.73061
1416173342.48874,-64.90697
1416173952.84962,-64.909
1416174563.21049,-64.96034
1416175173.57137,-64.94074
1416175783.93224,-64.6999
1416176394.29312,-64.53011
1416177004.654,-64.56648
1416177615.01487,-64.60221
1416178225.37575,-64.66341
1416178835.73662,-64.53738
1416179446.0975,-64.45647
1416180056.45837,-64.65499
1416180666.81925,-64.62546
1416181277.18013,-64.57524
1416181887.541,-64.65282
1416182497.90188,-64.61597
1416183108.26275,-64.47783
1416183718.62363,-64.63263
1416184328.98451,-64.8898
1416184939.34538,-64.7174
1416185549.70626,-64.63731
1416186160.06713,-64.5387
1416186770.42801,-64.46996
1416187380.78888,-64.5778
1416187991.14976,-64.5134
1416188601.51064,-64.79517
1416189211.87151,-64.48838
1416189822.23239,-64.49892
1416190432.59326,-64.69642
1416191042.95414,-64.57619
1416191653.31502,-64.53796
1416192263.67589,-64.50049
1416192874.03677,-64.71223
1416193484.39764,-64.64884
1416194094.75852,-64.6556
1416194705.11939,-64.631
1416195315.48027,-64.77197
1416195925.84115,-64.84413
1416196536.20202,-64.61964
1416197146.5629,-64.52952
1416197756.92377,-64.65198
1416198367.28465,-64.56651
1416198977.64553,-64.83621
1416199588.0064,-64.78938
1416200198.36728,-64.57874
1416200808.72815,-64.70284
1416201419.08903,-64.64135
1416202029.4499,-64.82659
1416202639.81078,-64.76083
1416203250.17166,-64.8336
1416203860.53253,-64.81924
1416204470.89341,-64.62233
1416205081.25428,-64.63601
1416205691.61516,-64.61721
1416206301.97604,-64.80557
1416206912.33691,-64.64997
1416207522.69779,-64.70669
1416208133.05866,-64.63873
1416208743.41954,-64.41745
1416209353.78041,-64.64614
1416209964.14129,-64.73109
1416210574.50217,-64.7303
1416211184.86304,-64.88905
1416211795.22392,-64.87256
1416212405.58479,-64.82232
1416213015.94567,-64.63158
1416213626.30655,-64.78256
1416214236.66742,-64.52721
1416214847.0283,-64.90463
1416215457.38917,-64.87197
1416216067.75005,-64.88761
1416216678.11092,-64.63823
